Patronyme,patronyme_prepare,domaine d'activité,image,langue maternelle,lieu de mort,lieu de naissance,occupation,pays de nationalité,sexe ou genre,date de naissance,date de mort
HOFF,Jacobus Henricus Van 't Hoff,chimie physique,Vant Hoff.jpg,néerlandais,Berlin,Rotterdam,chimiste,Royaume des Pays-Bas,masculin,1852-08-30T00:00:00Z,1911-03-01T00:00:00Z
TRECASTEAUX,TRECASTEAUX,,,,,,,,,,
JONQUIERE,JONQUIERE,,,,,,,,,,
GILBERT DEL CORSO,GILBERT DEL CORSO,,,,,,,,,,
VERRERIE SOPHIE BICULTURELLE,VERRERIE SOPHIE BICULTURELLE,,,,,,,,,,
BASSES TERRES,BASSES TERRES,,,,,,,,,,
PETITE LOR,PETITE LOR,,,,,,,,,,
VAL MARIE ROUSSEAU,VAL MARIE ROUSSEAU,,,,,,,,,,
MALTEMPS,MALTEMPS,,,,,,,,,,
LOUIS MARIN,LOUIS MARIN,,,,,,,,,,
SAINT ELOY LA CERISAIE,SAINT ELOY LA CERISAIE,,,,,,,,,,
CONSOLAT-ABEILLES (APPL),CONSOLATABEILLES (APPL),,,,,,,,,,
PRIMAIRE - BRU,BRU,,,,,,,,,,
MATERNELLE - BULGNEVILLE,BULGNEVILLE,,,,,,,,,,
BUTTE DES CARMES,BUTTE DES CARMES,,,,,,,,,,
CHATEAU SAINT JACQUES,CHATEAU SAINT JACQUES,,,,,,,,,,
SAINT CHARLES 1 (APPL),SAINT CHARLES 1 (APPL),,,,,,,,,,
YAVNE,YAVNE,,,,,,,,,,
SAINT-SAVOURNIN- BARTHELEMY,SAINTSAVOURNIN BARTHELEMY,,,,,,,,,,
JEAN FIOLLE,Jean Fiolle,,,,Marseille,Estagel,auteur de roman policier,France,masculin,1884-10-09T00:00:00Z,1955-12-24T00:00:00Z
ROY D'ESPAGNE GRANADOS,ROY D'ESPAGNE GRANADOS,,,,,,,,,,
MALPASSE,MALPASSE,,,,,,,,,,
ROGNONAS,ROGNONAS,,,,,,,,,,
LOGISSON (DE),LOGISSON (DE),,,,,,,,,,
CHAMPCELLA,CHAMPCELLA,,,,,,,,,,
GAP LA GARE,GAP LA GARE,,,,,,,,,,
GAP STE JEANNE D ARC,GAP STE JEANNE D ARC,,,,,,,,,,
GAP LARETON,GAP LARETON,,,,,,,,,,
LA FAURIE,LA FAURIE,,,,,,,,,,
R.P.I.D PALLUAU,R.P.I.D PALLUAU,,,,,,,,,,
PAREDS,PAREDS,,,,,,,,,,
NOTRE DAME DU PETIT BOURG,NOTRE DAME DU PETIT BOURG,,,,,,,,,,
ABBE AUGUSTE BILLAUD,ABBE AUGUSTE BILLAUD,,,,,,,,,,
LE PETIT PRINCE (R.P.I.D AVEC,LE PETIT PRINCE (R.P.I.D AVEC,,,,,,,,,,
DES P'TITS LOUPS,DES P'TITS LOUPS,,,,,,,,,,
LES PETITS PAPIERS,LES PETITS PAPIERS,,,,,,,,,,
NOTRE DAME DE BORDEVERT,NOTRE DAME DE BORDEVERT,,,,,,,,,,
LES MINOTS (R.P.I.D AVEC LA RE,LES MINOTS (R.P.I.D AVEC LA RE,,,,,,,,,,
LES TROIS ANGES,LES TROIS ANGES,,,,,,,,,,
L. NEILLOT,Louis Neillot,,,,Le Kremlin-Bicêtre,Vichy,artiste peintre,France,masculin,1898-02-11T00:00:00Z,1973-12-24T00:00:00Z
ACHILLE ROCHE,Achille Roche,,,,Moulins,Paris,journaliste,France,masculin,1801-03-15T00:00:00Z,1834-01-14T00:00:00Z
NICOLAS LARBAUD MARIE CURIE,NICOLAS LARBAUD MARIE CURIE,,,,,,,,,,
BERRE LES ALPES,BERRE LES ALPES,,,,,,,,,,
OLIVARI,OLIVARI,,,,,,,,,,
CANEBIERS MAT (LES),CANEBIERS MAT (LES),,,,,,,,,,
BOCCA VERRERIE,BOCCA VERRERIE,,,,,,,,,,
ARENE (APPL),ARENE (APPL),,,,,,,,,,
VIAN,VIAN,,,,,,,,,,
ROMAINS,Jules Romains,,Jules Romains-crop.jpg,français,13e arrondissement de Paris,Saint-Julien-Chapteuil,dramaturge,France,masculin,1885-08-26T00:00:00Z,1972-08-14T00:00:00Z
PRA D'ESTANG,PRA D'ESTANG,,,,,,,,,,
RAOUL ORTOLLAN,RAOUL ORTOLLAN,,,,,,,,,,
BILINGUE JOSEPH PIETRI I,BILINGUE JOSEPH PIETRI I,,,,,,,,,,
UCCIANI MATERNELLE,UCCIANI,,,,,,,,,,
VAL DE SIBOURG,VAL DE SIBOURG,,,,,,,,,,
VALLON DE LA FONTAINE,VALLON DE LA FONTAINE,,,,,,,,,,
BAUDON-ROSTAND,BAUDONROSTAND,,,,,,,,,,
ALLY,ALLY,,,,,,,,,,
CHAMALIERES-SUR-LOIRE,CHAMALIERESSURLOIRE,,,,,,,,,,
LA CLAQUETTE,LA CLAQUETTE,,,,,,,,,,
LAURENT EYNAC,Laurent Eynac,,Laurent Eynac 1921.jpg,français,7e arrondissement de Paris,Le Monastier-sur-Gazeille,personnalité politique,France,masculin,1886-10-04T00:00:00Z,1970-12-16T00:00:00Z
LES ARCS EN CIEL DE GUITARD,LES ARCS EN CIEL DE GUITARD,,,,,,,,,,
CROIX ROUGE VILLAGE,CROIX ROUGE VILLAGE,,,,,,,,,,
EUGENE VALETTE,EUGENE VALETTE,,,,,,,,,,
LA SERMONE,LA SERMONE,,,,,,,,,,
BUSSERADE-MASSENA,BUSSERADEMASSENA,,,,,,,,,,
DE LA SARVE,DE LA SARVE,,,,,,,,,,
PARC DES CHARTREUX,PARC DES CHARTREUX,,,,,,,,,,
CORDERIE (APPL),CORDERIE (APPL),,,,,,,,,,
CLAUDE DUCHET,CLAUDE DUCHET,,,,,,,,,,
PORT AU BLE,PORT AU BLE,,,,,,,,,,
STE ANNE - ST JOSEPH,STE ANNE  ST JOSEPH,,,,,,,,,,
DU DAUPHIN,DU DAUPHIN,,,,,,,,,,
PIERRE LOUIS LEBAS,PIERRE LOUIS LEBAS,,,,,,,,,,
LOUIS DUDE,LOUIS DUDE,,,,,,,,,,
MICHELET 1,MICHELET 1,,,,,,,,,,
COLLIN D'HARLEVILLE,Jean-François Collin d'Harleville,,Jean-François Collin d'Harleville.jpg,,Paris,Maintenon,auteur comique,France,masculin,1755-05-30T00:00:00Z,1806-02-24T00:00:00Z
N 1 LE GUEREAU,N 1 LE GUEREAU,,,,,,,,,,
LES BLES EN HERBE,LES BLES EN HERBE,,,,,,,,,,
NUMERO I JEAN ROSTAND,NUMERO I JEAN ROSTAND,,,,,,,,,,
MAURICE VIOLLETTE,Maurice Viollette,,Maurice Viollette 1929.jpg,français,Dreux,Janville,personnalité politique,France,masculin,1870-09-03T00:00:00Z,1960-09-09T00:00:00Z
OUERRE,OUERRE,,,,,,,,,,
ST PELLERIN,ST PELLERIN,,,,,,,,,,
LA GIRAUDE,LA GIRAUDE,,,,,,,,,,
LA PETITE FADETTE,LA PETITE FADETTE,,,,,,,,,,
SAINT MAMANS,SAINT MAMANS,,,,,,,,,,
PARAIRE,PARAIRE,,,,,,,,,,
MELVIEU,MELVIEU,,,,,,,,,,
SEVERAC-L'EGLISE,SEVERACL'EGLISE,,,,,,,,,,
PIERRE BOISSIERE,PIERRE BOISSIERE,,,,,,,,,,
ST CHARLES-ND RECOUVRANCE,ST CHARLESND RECOUVRANCE,,,,,,,,,,
ROGER TOULOUSE,Roger Toulouse,,,français,Orléans,Orléans,artiste peintre,France,masculin,1918-02-19T00:00:00Z,1994-09-11T00:00:00Z
TOISINGES,TOISINGES,,,,,,,,,,
LEA BLAIN,Léa Blain,résistance intérieure française,Léa Blain.jpg,,Villard-de-Lans,Têche,résistant ou résistante,France,féminin,1923-02-22T00:00:00Z,1944-08-01T00:00:00Z
GEORGES HUBERT,GEORGES HUBERT,,,,,,,,,,
RPID 4 CIZAY-LA-MADELEINE,RPID 4 CIZAYLAMADELEINE,,,,,,,,,,
LES P'TITS CLEFOIS,LES P'TITS CLEFOIS,,,,,,,,,,
JAN ROLLAND,JAN ROLLAND,,,,,,,,,,
GENNETEIL,GENNETEIL,,,,,,,,,,
ARBRE DE VIE,ARBRE DE VIE,,,,,,,,,,
LES CHAMPS DORES,LES CHAMPS DORES,,,,,,,,,,
JOSEPH GIRARD A,JOSEPH GIRARD A,,,,,,,,,,
RPID 6 LES HIRONDELLES LES VER,RPID 6 LES HIRONDELLES LES VER,,,,,,,,,,
N DAME DES CHAMPS A,N DAME DES CHAMPS A,,,,,,,,,,
LE CLOS DE LA MOTTE,LE CLOS DE LA MOTTE,,,,,,,,,,
JEAN BOUHIER,JEAN BOUHIER,,,,,,,,,,
LES CORDONNIERS DE LA RAVAGEUS,LES CORDONNIERS DE LA RAVAGEUS,,,,,,,,,,
PRELENFREY,PRELENFREY,,,,,,,,,,
LE TAILLEFER,LE TAILLEFER,,,,,,,,,,
NANTOIN,NANTOIN,,,,,,,,,,
J.MONNET,J.MONNET,,,,,,,,,,
BICULTURELLE BARON DE GUNTZER,BICULTURELLE BARON DE GUNTZER,,,,,,,,,,
EBANGE VICTOR HUGO,EBANGE VICTOR HUGO,,,,,,,,,,
BOUTON D'OR,BOUTON D'OR,,,,,,,,,,
SAINT JOSEPH LA PROVIDENCE,SAINT JOSEPH LA PROVIDENCE,,,,,,,,,,
ECOLE ELEMENTAIRE DE LA SARRE,DE LA SARRE,,,,,,,,,,
ECOLE HIRTENGARTEN,HIRTENGARTEN,,,,,,,,,,
MATERNELLE - ANGLEMONT,ANGLEMONT,,,,,,,,,,
ELEMENTAIRE - BULGNEVILLE,BULGNEVILLE,,,,,,,,,,
BOUXIÈRES - THAON-LES-VOSGES,BOUXIÈRES  THAONLESVOSGES,,,,,,,,,,
GOHYPRE - THAON-LES-VOSGES,GOHYPRE  THAONLESVOSGES,,,,,,,,,,
DEVANT LES FOLIES - CHARMES,DEVANT LES FOLIES  CHARMES,,,,,,,,,,
HENRI BRETON - CHARMES,HENRI BRETON  CHARMES,,,,,,,,,,
LA SERPENTINE - CLEURIE,LA SERPENTINE  CLEURIE,,,,,,,,,,
PRIMAIRE - DOMÈVRE-SUR-DURBION,DOMÈVRESURDURBION,,,,,,,,,,
LOUIS PERGAUD - EPINAL,LOUIS PERGAUD  EPINAL,,,,,,,,,,
EPINETTES-JEAN MACE - EPINAL,EPINETTESJEAN MACE  EPINAL,,,,,,,,,,
CENTRE - EPINAL,EPINAL,,,,,,,,,,
PRIMAIRE - FLOREMONT,FLOREMONT,,,,,,,,,,
ALFRED GAXOTTE - LA BOURGONCE,ALFRED GAXOTTE  LA BOURGONCE,,,,,,,,,,
CENTRE - LA BRESSE,LA BRESSE,,,,,,,,,,
ELEMENTAIRE - LA SALLE,LA SALLE,,,,,,,,,,
ELEMENTAIRE - LE ROULIER,LE ROULIER,,,,,,,,,,
PRIMAIRE- LES FORGES,LES FORGES,,,,,,,,,,
ELEMENTAIRE - MADONNE ET-LAM.,MADONNE ETLAM.,,,,,,,,,,
ELEMENTAIRE - ST-MAURICE MORT.,STMAURICE MORT.,,,,,,,,,,
PRIMAIRE - SAINT-REMY,SAINTREMY,,,,,,,,,,
JULES FERRY - SAULXURES MOS.,JULES FERRY  SAULXURES MOS.,,,,,,,,,,
CENTRE - XERTIGNY,XERTIGNY,,,,,,,,,,
HENRI BISTON,HENRI BISTON,,,,,,,,,,
PIERRE TOUFFLIN,PIERRE TOUFFLIN,,,,,,,,,,
LE VIEUX,Félix Houphouët-Boigny,,Félix Houphouët-Boigny 1962-07-16.jpg,,Yamoussoukro,N'Gokro,personnalité politique,France,masculin,1905-10-18T00:00:00Z,1993-12-07T00:00:00Z
SONEY,SONEY,,,,,,,,,,
ALFRED BERTRAND,ALFRED BERTRAND,,,,,,,,,,
LES RESSES,LES RESSES,,,,,,,,,,
ECOLE D'ARANC,D'ARANC,,,,,,,,,,
ECOLE DU PETIT BERGER,DU PETIT BERGER,,,,,,,,,,
SAINT CYR - SAINTE JULITTE,SAINT CYR  SAINTE JULITTE,,,,,,,,,,
G.S. DES 3 CHATEAUX,G.S. DES 3 CHATEAUX,,,,,,,,,,
THEVALLES,THEVALLES,,,,,,,,,,
CHRISTIAN CABROL EX ST CENERE,CHRISTIAN CABROL EX ST CENERE,,,,,,,,,,
EX BALLEE,EX BALLEE,,,,,,,,,,
GROUPE SCOLAIRE LYAUTEY,LYAUTEY,,,,,,,,,,
RPID 3 ANSELME RENOU - NEUVY-E,RPID 3 ANSELME RENOU  NEUVYE,,,,,,,,,,
CAMILLE SOUCHU,CAMILLE SOUCHU,,,,,,,,,,
RPID 45 COURCEMONT,RPID 45 COURCEMONT,,,,,,,,,,
RPID 9 DOMFRONT-EN-CHAMPAGNE,RPID 9 DOMFRONTENCHAMPAGNE,,,,,,,,,,
RPID 2 JEAN BIGNON - EPINEU-LE,RPID 2 JEAN BIGNON  EPINEULE,,,,,,,,,,
RPID 57 A LA CLAIRE FONTAINE-L,RPID 57 A LA CLAIRE FONTAINEL,,,,,,,,,,
LES ARDRIERS,LES ARDRIERS,,,,,,,,,,
GOUNOD_MICHEL,GOUNOD_MICHEL,,,,,,,,,,
RPID 1 MEZIERES-SOUS-LAVARDIN,RPID 1 MEZIERESSOUSLAVARDIN,,,,,,,,,,
POMME D'API,POMME D'API,,,,,,,,,,
RPIC 52 REQUEIL,RPIC 52 REQUEIL,,,,,,,,,,
R.P.I. 12,R.P.I. 12,,,,,,,,,,
RUE DU 8 MAI PRIMAIRE,RUE DU 8 MAI,,,,,,,,,,
MARIUS COUTARD,MARIUS COUTARD,,,,,,,,,,
VAL DE TAUDE,VAL DE TAUDE,,,,,,,,,,
SAINTE THERESE SAINT JOSEPH,SAINTE THERESE SAINT JOSEPH,,,,,,,,,,
GUSTAVE STOSKOPF,GUSTAVE STOSKOPF,,,,,,,,,,
ETS PROT EX WILSHAUSEN,ETS PROT EX WILSHAUSEN,,,,,,,,,,
ECOLE PRIMAIRE DU PARC,DU PARC,,,,,,,,,,
TEYSSONNEYRE  MATERNELLE,TEYSSONNEYRE,,,,,,,,,,
ESTIALLET PRIMAIRE,ESTIALLET,,,,,,,,,,
PARTERRE LAVIEU PRIMAIRE,PARTERRE LAVIEU,,,,,,,,,,
FORE,FORE,,,,,,,,,,
CHAPPE MATERNELLE,CHAPPE,,,,,,,,,,
LES PRÈS,LES PRÈS,,,,,,,,,,
COURS SEVIGNE,COURS SEVIGNE,,,,,,,,,,
INSTITUTION SAINT-JEAN,SAINTJEAN,,,,,,,,,,
DE LA MINE,DE LA MINE,,,,,,,,,,
ZWILLER,Marie-Augustin Zwiller,,Portrait de Marie Augustin Zwiller.jpg,,Neuilly-sur-Seine,Didenheim,artiste peintre,France,masculin,1850-07-10T00:00:00Z,1939-06-24T00:00:00Z
COTE CHAUDE ELEMENTAIRE,COTE CHAUDE,,,,,,,,,,
ECOLE CATHOLIQUE MARIE COLLARD,CATHOLIQUE MARIE COLLARD,,,,,,,,,,
VICTOR SEGOFFIN,Victor Ségoffin,,Victor Ségoffin 1901.jpg,,Toulouse,Toulouse,sculpteur ou sculptrice,France,masculin,1867-03-05T00:00:00Z,1925-10-17T00:00:00Z
ZWEISPRACHIGE SCHULE,ZWEISPRACHIGE SCHULE,,,,,,,,,,
JEAN DE CRUZEL,JEAN DE CRUZEL,,,,,,,,,,
RTE SORNIN PRIMAIRE,RTE SORNIN,,,,,,,,,,
DU CHALMONT,DU CHALMONT,,,,,,,,,,
SAND MATERNELLE,SAND,,,,,,,,,,
LES 3 POMMES,LES 3 POMMES,,,,,,,,,,
AUTAN,AUTAN,,,,,,,,,,
PRANARD,PRANARD,,,,,,,,,,
ROTENBERG,ROTENBERG,,,,,,,,,,
INTERCOM. TAGOLSHEIM/WALHEIM,INTERCOM. TAGOLSHEIM/WALHEIM,,,,,,,,,,
HUBERT REEVES ELEMENTAIRE,Hubert Reeves,astrophysique,Hubert Reeves Paris 2012.jpg,français,13e arrondissement de Paris,Montréal,astrophysicien ou astrophysicienne,Canada,masculin,1932-07-13T00:00:00Z,2023-10-13T00:00:00Z
LE SAPIN GEANT  ELEMENTAIRE,LE SAPIN GEANT,,,,,,,,,,
COTE QUART MATERNELLE,COTE QUART,,,,,,,,,,
LES CLEMENTIERES,LES CLEMENTIERES,,,,,,,,,,
DES BROSSES,DES BROSSES,,,,,,,,,,
DES COURTINES,DES COURTINES,,,,,,,,,,
J VIOLLET,J VIOLLET,,,,,,,,,,
DU CONFLUENT,DU CONFLUENT,,,,,,,,,,
CHAVANT,CHAVANT,,,,,,,,,,
COUFFINAL,COUFFINAL,,,,,,,,,,
PAUL DOTTIN,Paul Dottin,,,,Toulouse,Rennes,linguiste,France,masculin,1895-12-20T00:00:00Z,1967-05-22T00:00:00Z
MONTPLAISIR,MONTPLAISIR,,,,,,,,,,
RENE LEFEVRE,RENE LEFEVRE,,,,,,,,,,
VALROUSSE,VALROUSSE,,,,,,,,,,
DES LARRIS,DES LARRIS,,,,,,,,,,
DANIEL OURTH,DANIEL OURTH,,,,,,,,,,
CHARLES LAHILLE,CHARLES LAHILLE,,,,,,,,,,
HENRI VILLETTE,HENRI VILLETTE,,,,,,,,,,
LE PRE AU LIEVRE,LE PRE AU LIEVRE,,,,,,,,,,
BRICOGNE CUIGNIERES,BRICOGNE CUIGNIERES,,,,,,,,,,
COINCOURT,COINCOURT,,,,,,,,,,
SAINT-JOSEPH DU MONCEL,SAINTJOSEPH DU MONCEL,,,,,,,,,,
PIERRE MASSE,PIERRE MASSE,,,,,,,,,,
JULIETTE GRECO,JULIETTE GRECO,,,,,,,,,,
LES  PLATANES,LES  PLATANES,,,,,,,,,,
JULES BARNI,Jules Barni,,Jules Barni.jpg,français,Mers-les-Bains,Lille,personnalité politique,France,masculin,1818-06-01T00:00:00Z,1878-07-04T00:00:00Z
JULES LEFEBVRE,JULES LEFEBVRE,,,,,,,,,,
LOUIS BARTIER,LOUIS BARTIER,,,,,,,,,,
EMILIENNE BONNAIRE,EMILIENNE BONNAIRE,,,,,,,,,,
HENRI COURSIER,Henri Coursier,droit,,,,,chercheur ou chercheuse,,masculin,1897-04-22T00:00:00Z,1969-10-26T00:00:00Z
LE PETIT QUINQUIN,LE PETIT QUINQUIN,,,,,,,,,,
JEAN MOULIN-LOUIS PERGAUD,JEAN MOULINLOUIS PERGAUD,,,,,,,,,,
RICHARD WAGNER,RICHARD WAGNER,,,,,,,,,,
MICHELET NIVEAU 2,MICHELET NIVEAU 2,,,,,,,,,,
JULES FERRY-DEMORY,JULES FERRYDEMORY,,,,,,,,,,
BOUFFLERS - MONGE,BOUFFLERS  MONGE,,,,,,,,,,
CABANIS - BARA,CABANIS  BARA,,,,,,,,,,
LES DONDAINES,LES DONDAINES,,,,,,,,,,
DES PETITS ARTISTES RPI 143,DES PETITS ARTISTES RPI 143,,,,,,,,,,
RPI 77,RPI 77,,,,,,,,,,
MARIE LOUISE PIOTTE NIVEAU 1,MARIE LOUISE PIOTTE NIVEAU 1,,,,,,,,,,
ROLLIN,Bernard Rollin,bioéthique,,,Fort Collins,New York,philosophe,États-Unis,masculin,1943-02-18T00:00:00Z,2021-11-19T00:00:00Z
CENTRE RPI 68,RPI 68,,,,,,,,,,
SACRE COEUR-SAINT PAUL,SACRE COEURSAINT PAUL,,,,,,,,,,
SACRE COEUR - NOTRE DAME,SACRE COEUR  NOTRE DAME,,,,,,,,,,
LOUIS ET FERNANDE LEROY,LOUIS ET FERNANDE LEROY,,,,,,,,,,
SAVARY BOUQUET,SAVARY BOUQUET,,,,,,,,,,
DU PETIT PONT DE BOIS - LENGLE,DU PETIT PONT DE BOIS  LENGLE,,,,,,,,,,
NOTRE-DAME - SAINTE MARIE,NOTREDAME  SAINTE MARIE,,,,,,,,,,
ONESIME BRASSART,ONESIME BRASSART,,,,,,,,,,
ROLAND BAYARD,ROLAND BAYARD,,,,,,,,,,
LES 20000 PIERRES,LES 20000 PIERRES,,,,,,,,,,
HECTOR  MALOT,Hector Malot,écriture créative et professionnelle,"Malot, Hector, Nadar, Gallica.jpg",français,avenue de la Dame-Blanche,La Bouille,romancier ou romancière,France,masculin,1830-05-20T00:00:00Z,1907-07-18T00:00:00Z
SAINT-JOSEPH ST MARTIN,SAINTJOSEPH ST MARTIN,,,,,,,,,,
JEAN CARPENTIER,JEAN CARPENTIER,,,,,,,,,,
JACQUES BREL NIVEAU 2,JACQUES BREL NIVEAU 2,,,,,,,,,,
DU TULIPIER,DU TULIPIER,,,,,,,,,,
ALBERT DOUAY,ALBERT DOUAY,,,,,,,,,,
SAINT CHRYSOLE,Chrysole,,Saint Chrysolius. Engraving by N.B. Wellcome V0031889.jpg,,,,prêtre,,masculin,0250-01-01T00:00:00Z,0303-01-01T00:00:00Z
LE VILLAGE RPI 11,LE VILLAGE RPI 11,,,,,,,,,,
APPLICATION JEAN JAURES,APPLICATION JEAN JAURES,,,,,,,,,,
FRANCOIS PIERRARD,François Pierrard,,,,,,,France,masculin,1989-01-01T00:00:00Z,
RPI 19,RPI 19,,,,,,,,,,
LA COLONNE,LA COLONNE,,,,,,,,,,
VASARELY,Victor Vasarely,art,Victor Vasarely.jpg,hongrois,16e arrondissement de Paris,Pécs,artiste peintre,Hongrie,masculin,1906-04-09T00:00:00Z,1997-03-15T00:00:00Z
PAUL LOPEZ,PAUL LOPEZ,,,,,,,,,,
TORTEL-CURIE,TORTELCURIE,,,,,,,,,,
CHAMBRY,CHAMBRY,,,,,,,,,,
HENRI MAUGE,Henri Mauger,,,,,,,,masculin,,
GROUPE SCOLAIRE LEON WAYMEL,LEON WAYMEL,,,,,,,,,,
ALBERT CHATELET - RPC VALHUON,ALBERT CHATELET  RPC VALHUON,,,,,,,,,,
LE NESLES,LE NESLES,,,,,,,,,,
CHATEAU-LANDON,CHATEAULANDON,,,,,,,,,,
CHAUFFRY,CHAUFFRY,,,,,,,,,,
CHABRIER GROUPE SCOLAIRE N 2,CHABRIER  N 2,,,,,,,,,,
AURIOL-JOLY,AURIOLJOLY,,,,,,,,,,
DU CEDRE,DU CEDRE,,,,,,,,,,
RPI 156,RPI 156,,,,,,,,,,
DR MAURICE AUZIAS,DR MAURICE AUZIAS,,,,,,,,,,
BOULEURS,BOULEURS,,,,,,,,,,
CREVECOEUR-EN-BRIE,CREVECOEURENBRIE,,,,,,,,,,
DAGNY,DAGNY,,,,,,,,,,
CESAR DEWASMES,CESAR DEWASMES,,,,,,,,,,
BOIS D'EMERY,BOIS D'EMERY,,,,,,,,,,
AUBEPINE,AUBEPINE,,,,,,,,,,
ANNICK MOUVET,ANNICK MOUVET,,,,,,,,,,
CHARNY,CHARNY,,,,,,,,,,
SAINT-LOUIS - COURS BRANGER,SAINTLOUIS  COURS BRANGER,,,,,,,,,,
SAINTE ODILE  NIVEAU 1,SAINTE ODILE  NIVEAU 1,,,,,,,,,,
SAINT-BRICE,SAINTBRICE,,,,,,,,,,
APPLICATION GALLIENI,APPLICATION GALLIENI,,,,,,,,,,
COURBETON,COURBETON,,,,,,,,,,
DU GRAND PARC,DU GRAND PARC,,,,,,,,,,
COULOMBS-EN-VALOIS,COULOMBSENVALOIS,,,,,,,,,,
FRANCIS ET ODETTE TEISSEYRE,FRANCIS ET ODETTE TEISSEYRE,,,,,,,,,,
APPLICATION ANDRE,APPLICATION ANDRE,,,,,,,,,,
CRISENOY,CRISENOY,,,,,,,,,,
JACQUES MONOD,JACQUES MONOD,,,,,,,,,,
MAURICE DE SEYNES,Maurice de Seynes,,,,oblast de Smolensk,Paris,aviateur ou aviatrice,France,masculin,1914-08-07T00:00:00Z,1944-07-15T00:00:00Z
LES VALLIERES,LES VALLIERES,,,,,,,,,,
ETREPILLY,ETREPILLY,,,,,,,,,,
PAUL JOZON,Paul Jozon,,Paul Jozon député.jpg,,Paris,La Ferté-sous-Jouarre,personnalité politique,France,masculin,1836-02-12T00:00:00Z,1881-07-06T00:00:00Z
LA CLOCHE,LA CLOCHE,,,,,,,,,,
BABEUF,Gracchus Babeuf,philosophie,François-Noël Babeuf.jpg,,Vendôme,Saint-Quentin,écrivain ou écrivaine,France,masculin,1760-11-23T00:00:00Z,1797-05-27T00:00:00Z
AMBOURGET,AMBOURGET,,,,,,,,,,
AMBOURGET 1,AMBOURGET 1,,,,,,,,,,
JAIGNES,JAIGNES,,,,,,,,,,
JAULNES,JAULNES,,,,,,,,,,
LA CROIX-EN-BRIE,LA CROIXENBRIE,,,,,,,,,,
LESCHEROLLES,LESCHEROLLES,,,,,,,,,,
LES MERISIERS,LES MERISIERS,,,,,,,,,,
JEAN DUMOULIN NEUF,JEAN DUMOULIN NEUF,,,,,,,,,,
LES MEZEREAUX GROUPE  2,LES MEZEREAUX GROUPE  2,,,,,,,,,,
NOEL FRABOULET,NOEL FRABOULET,,,,,,,,,,
CLOS DION,CLOS DION,,,,,,,,,,
LOUIS DE VION,Louis de Vion,,,,,,,,masculin,,
RIBLETTE EB,RIBLETTE EB,,,,,,,,,,
OZOUER-LE-VOULGIS,OZOUERLEVOULGIS,,,,,,,,,,
POIGNY,POIGNY,,,,,,,,,,
THOMAS BECKET,THOMAS BECKET,,,,,,,,,,
GABRIEL BOLIFRAUD,Gabriel Bolifraud,,,français,,,personnalité politique,France,masculin,1886-10-19T00:00:00Z,1952-04-08T00:00:00Z
LES CHAMPS ELYSEES,LES CHAMPS ELYSEES,,,,,,,,,,
BOIS GUILLAUME,BOIS GUILLAUME,,,,,,,,,,
GEORGES DORTET,GEORGES DORTET,,,,,,,,,,
HENRI GEOFFROY,Henri Jules Jean Geoffroy,,Jean Geoffroy.jpg,,Paris,Marennes,artiste peintre,France,masculin,1853-03-01T00:00:00Z,1924-12-16T00:00:00Z
AUGUSTE DUMESNIL,AUGUSTE DUMESNIL,,,,,,,,,,
ALEXANDRE CHEVRIER,ALEXANDRE CHEVRIER,,,,,,,,,,
MAIL DE L'OURCQ,MAIL DE L'OURCQ,,,,,,,,,,
IVAN PEYCHES,Ivan Peychès,,,,Villevaudé,Libourne,chercheur ou chercheuse,France,masculin,1906-02-02T00:00:00Z,1978-09-30T00:00:00Z
JEAN BAPTISTE CHARCOT,Jean-Baptiste Charcot,,Jean-Baptiste Charcot.jpg,,Islande,Neuilly-sur-Seine,médecin,France,masculin,1867-07-15T00:00:00Z,1936-09-16T00:00:00Z
TILLEULS,TILLEULS,,,,,,,,,,
VILLEPARC,VILLEPARC,,,,,,,,,,
EDOUARD MANET,Édouard Manet,peinture,"Édouard Manet, en buste, de face - Nadar.jpg",,8e arrondissement de Paris,ancien 10e arrondissement de Paris,artiste peintre,France,masculin,1832-01-23T00:00:00Z,1883-04-30T00:00:00Z
PAUL ODILIEN PICARD,PAUL ODILIEN PICARD,,,,,,,,,,
PETITE FERME,PETITE FERME,,,,,,,,,,
CHARLES EMILE CHRIST,CHARLES EMILE CHRIST,,,,,,,,,,
DES BENJOINS,DES BENJOINS,,,,,,,,,,
JEANNE VISNELDA,JEANNE VISNELDA,,,,,,,,,,
JOSEE LEGER,JOSEE LEGER,,,,,,,,,,
ZAC FAYARD,ZAC FAYARD,,,,,,,,,,
PAUL HERMANN,Paul Hermann,,,,Leyde,Halle-sur-Saale,illustrateur ou illustratrice botanique,Allemagne,masculin,1646-07-01T00:00:00Z,1695-01-29T00:00:00Z
RAYMOND ALLARD,Raymond Allard,,,,,,personnalité politique,France,masculin,1950-07-26T00:00:00Z,
EMILIE MOREAU,EMILIE MOREAU,,,,,,,,,,
REINE PITOU,REINE PITOU,,,,,,,,,,
LES CAMELIAS,LES CAMELIAS,,,,,,,,,,
JULES REYDELLET,JULES REYDELLET,,,,,,,,,,
DE GRAND CANAL,DE GRAND CANAL,,,,,,,,,,
LENEPVEU,LENEPVEU,,,,,,,,,,
CATHOLIQUE STE ANNE,CATHOLIQUE STE ANNE,,,,,,,,,,
